participant_id,condition,item,question,text
6a101293fd6e7c493e3b4ff7,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",let the ai understand the scenario and see what it thinks about the statements simply.
6a101293fd6e7c493e3b4ff7,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",compared how comprehensive they sounded.
6a14c4f28aee84ae414353a5,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",if they were both different i asked them to check again
6a14c4f28aee84ae414353a5,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","yes, get ai to check their answers"
60154af277ec314fd8fe1449,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Comparing the two models answers against each other and looking in more detail when they differed
60154af277ec314fd8fe1449,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",It made me more cautious in trusting the answers given
6a01fb37db575dd348af07d1,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Checking both the statements and the scenario and working out each scenario to see if it matched the AI answers.
6a01fb37db575dd348af07d1,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",It made me double check their workings out to see if any were corret
676db977f398d4be462fca83,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I compared both answers to find similarities and challenged to see if the responses then became different
676db977f398d4be462fca83,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",i started to get a bit overwhelmed and confuised
69f48669f09bb26f32069f27,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Just reading the scenario and then trying to logically work through it to find the answer, then checking to see if AI agreed with what I thought the answer was."
69f48669f09bb26f32069f27,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",It didn't change the way I interacted but it did make me question the answers more since on alot they each gave a different answer.
60745654775360c343322bd9,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I asked for working or to recheck calculations.
60745654775360c343322bd9,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",It made me question the truth when replies were different.
56b6e2fcf2fc70000c32f9d5,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I asked Ai to try to concur with the answers it provided and analyse further for error in its workings
56b6e2fcf2fc70000c32f9d5,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",I tried to make it more analytical. I also lost trust in the answers and consequently lost confidence in my own answers
69e7da37fa7a6441a477386f,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I would re read the scenario and try to see if it matched the answers or not in my opinion
69e7da37fa7a6441a477386f,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",It forced me to be more critical of the models reponse
69e7da37fa7a6441a477386f,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",I seemed to prefer B
65c242831388550b0a42bd25,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",prompting and querying
65c242831388550b0a42bd25,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",encouraged questionning
65c242831388550b0a42bd25,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",NA
6a07658dda0017a86f04f995,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i asked questions over and over and even had to ask for stepwise procedure and make the two AI evaluate each other's answer
6a07658dda0017a86f04f995,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","yes, it did especially having them give incorrect answers"
6a07658dda0017a86f04f995,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",i love that this has changed my perception about ai given anwers
6761e75cf22f2b17fc157335,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I got the AI reply, checked it with reference to the scenario, then made my final choices using both the AI and my own intuition"
6761e75cf22f2b17fc157335,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","I think it made me a bit more sceptical, because the AI sometimes changed its mind after the initial response, after I asked it to double check its answers"
6a257563faa98b484c52eb69,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I usually read both A I responses and if they were conflicted, i went with the more detailed one."
6a257563faa98b484c52eb69,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",I was able to see different perspectives side by side and choose which looked better
5c3e562ebff5620001e34dd5,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I put the questions into the AI to help me understand the scenario information and questions, and then checked between the AI responses and the scenario information."
5c3e562ebff5620001e34dd5,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","It made me more suspicious of it, it made them both feel very poor quality, like they were just guessing, because their answers were not the same as each other."
5c3e562ebff5620001e34dd5,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",It was very annoying that they gave such different answers to true/false questions. Essentially not helpful.
5951a92fcea3470001827a18,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Read response and judge how well AI seemed to grasp question and what answer was received.
5951a92fcea3470001827a18,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",Unsure.
5b39fe0206f9f90001fb91c8,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",No strategies
5b39fe0206f9f90001fb91c8,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",No difference
5b39fe0206f9f90001fb91c8,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",No comments
5999aedebbe8480001796677,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",none
5999aedebbe8480001796677,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",no
60c5165878a82f763c29536a,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I mainly copied and pasted the scenario and the questions to the AI. If bot AI responses matched ten I moved the slider to 100% certain but if they ad a different answer then I reduced the slider to 60% or less.
60c5165878a82f763c29536a,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",When AI gave me multiple alternatives it helped me compare the answers more easily. If both agreed I felt certain but if they disagreed I was more cautious and adjusted the slider lower.
60c5165878a82f763c29536a,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",The AI was extremely helpful and I liked both of their responses even if they gave different answer to each other sometimes.
6a072733481f9ae0a474664e,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I tended to choose the answer that gave me details to their reasoning
6a072733481f9ae0a474664e,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",It made me read the answers more carefully to see which one I agreed with the most
6a072733481f9ae0a474664e,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",None
58bfee7de5869400018f5e9e,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I tried to notice if option A or B was better
58bfee7de5869400018f5e9e,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",It was confusing when the answer was not the same between both alternatives
58bfee7de5869400018f5e9e,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",none
542bdb6dfdf99b324ea37c3a,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",gut reaction
542bdb6dfdf99b324ea37c3a,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",not really
677c00e0f6d8cdcff534ecb7,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I tried to compare both AI responses before going with either answer. For example, if both the first and second AI model had differing answers, I would revisit the scenario, read through it and try to come up with an answer. Or, I would ask it to rework the answer. Additionally, when the responses were differing, I reread them and used the one that was the most convincing in the way it reasoned."
677c00e0f6d8cdcff534ecb7,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",I think that it made me a bit more flexible in the way that I considered whether either statement was true. I think that it made me think a little bit harder than I would normally if I were using an AI model to plan things or events out. I usually just copy and paste things into an AI model and let it work things out because I'm quite bad at planning things.
677c00e0f6d8cdcff534ecb7,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",I liked how useful the ai model was in trying to come up with an answer. I thought both the first and the second ai model was quite clever and used 'idiot language' (simplifed terms) which I really appreciated. I thought it was good that I did not have to really keep prompting the ai model to nudge it towards an answer.
644a9152838d4d270af3b94f,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",if the answesrs different I pretended I had answered one of them and saw if one of them changed their mind. if the didn't i would say I think the other response was correct and see if the other AI changed it's mind.
644a9152838d4d270af3b94f,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","yes, i used them against each other to see if it changed minds/responses."
644a9152838d4d270af3b94f,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",have a good day.
5dcdbf658d32d102ba69e839,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I looked at the Ai answers and then went back through the scenario to check what I thought.
5dcdbf658d32d102ba69e839,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",I found it quite difficult to wrap my head around the multiple answers but it meant I was extra vigilant
69ea564f2751bfb18c2c7c79,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",comparing the two ai answers and seeing for myself
69ea564f2751bfb18c2c7c79,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",i used both replies to build the correct answer
671ac509e93a57b5220b3d4e,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",checking both response
671ac509e93a57b5220b3d4e,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",confusing
671ac509e93a57b5220b3d4e,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",none
60e02be4699a3f5cbe314e99,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I gave the AI a chance to agree or disagree with the answer given, asked it to recheck it's answers. I prompted it to explain the answer simply"
60e02be4699a3f5cbe314e99,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",I wanted them both to check the answers and wanted both of them to come to the same conclusions
60e02be4699a3f5cbe314e99,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",none
59961863004c4f0001cc864a,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I waited for both AIs to agree.
59961863004c4f0001cc864a,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",I kept asking til both agreed.
6a1d92c4c92c72064143d2b0,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",'asking questions from different angles to be certain of the answer. Reading the questions myself ans scenarios not just relying on the AIs answer.
69fb5b3f4a9a2b584b72f80f,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","When different responses were generated, I asked both models again. Or I start a new chat (thinking long chat may affect the ai's judgement, memories and understandings)"
69fb5b3f4a9a2b584b72f80f,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",No
69fb5b3f4a9a2b584b72f80f,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",No
6752efd86136ec83b4e576bc,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Basic crosschecking of the ai answers to what I already know about the scenario. Also, there was a scenario the ai highlighted a part I completely missed."
6752efd86136ec83b4e576bc,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",It made me to be looking for correlated answers as a strong signal.
6752efd86136ec83b4e576bc,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",No further comments
57b6dfafe2d5a60001099543,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",ask AI to recheck
57b6dfafe2d5a60001099543,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",it made me more uncertain when the answers differed
57b6dfafe2d5a60001099543,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",n/a
6768758c4deabe73a9da9a5e,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I found the tables easier to understand so often cross referenced these to highlight abnormalities between the two AI systems.
6768758c4deabe73a9da9a5e,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",it made me want clearer tables so I could see where the inaccuracies were.
6a034d39ee8639d4c7a0cdd8,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Used some of my logic but used it mainly to evaluate the AI's suggestions
6a034d39ee8639d4c7a0cdd8,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",I didn't take anything for granted and it allowed me to scrutanise their answers
6a034d39ee8639d4c7a0cdd8,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",I loved the double response approach!
69ff14a9f746a9d2108f74d0,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","If the multiple alternatives are giving me opposite answers, that is the only time I checked the scenario and see where is the best answer. By doing so, I save time."
69ff14a9f746a9d2108f74d0,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",I feel more confident about my answers.
69ff14a9f746a9d2108f74d0,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.","AI is great as a tool and I hope that the people who are in the frontrunner of developing AI will make sure that it will not developed too quick, too soon that us humans are not prepared and equipped for what is becoming of AI."
6a1d9d56cfece324378b6731,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I would review both answers and check for agreement between them. If the outputs were in agreement, I would quickly scan the logic of the reasoning and generally follow the recommendation of the AI."
6a1d9d56cfece324378b6731,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","Where the outputs differed, I would ask further questions to ascertain which model/version had made the mistake and read the reasoning and scenarioin more depth. I had lower confidence in these responses."
6a1d9d56cfece324378b6731,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",None
6a009fb698bfd622eca974a9,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I asked the AI to double check and made sure that it was understanding the questions and the statements
6a009fb698bfd622eca974a9,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",It made me disregard one of them when I saw that it was consistently incorrect
6a1f21e58f39c832ba2d163a,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",logical reasoning
6a1f21e58f39c832ba2d163a,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",no
6a1f21e58f39c832ba2d163a,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",impressive
69fa52e3a42b2256bfe76c97,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I would normally go back and write out all the information and figure it out myself and not rely on AI at all
69fa52e3a42b2256bfe76c97,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",It made me choose of the AI's over the other- not ideal because that AI could really be wrong too
69fa52e3a42b2256bfe76c97,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",fustrating!
6604764cc6719060ae2f667c,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",tried to ask ai more than just the question
6604764cc6719060ae2f667c,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",
67d01671bd666a9fb9c603fb,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Double check the responses from AI if they are diffreent from each other.
67d01671bd666a9fb9c603fb,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",N/A
67d01671bd666a9fb9c603fb,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",N/a
6a038221e63d68a1f45e2060,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",just compare d
6a038221e63d68a1f45e2060,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",it made me double check if the answers deviated from one and other
6a038221e63d68a1f45e2060,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",n/a
5eaae0b28ba2df0570296c3a,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Check details against what the AI was quoting
5eaae0b28ba2df0570296c3a,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",Lost trust with some answers
66cdcee5b3f3d7136c690de0,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",worked it out myself first
66cdcee5b3f3d7136c690de0,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",made me more doubtful
6446839f023ba8de55365437,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i double checked and also asked more than once
6446839f023ba8de55365437,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",it confused me but asking twice i reached a common reply from both
6446839f023ba8de55365437,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",the b assistant seemed more reliable
6658b1d67df7606690e4d6da,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I made sure i looked at reasonings from both AI systems but first reached a conclusion of my own
6658b1d67df7606690e4d6da,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",No
6676b999f1116e55d774817f,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Checking my answers against Ai's
6676b999f1116e55d774817f,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",Made me second guess
6676b999f1116e55d774817f,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",The unsure / certain toggle did not work. I was unsure about almost every question.
6043a1dc4c33ef37c64f0812,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i tried to stick to my own answers but used the ai responses to reason and decide if it made sense to stick or change.
6043a1dc4c33ef37c64f0812,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","yes for sure it made me worry a bit more about answers especially when they differed, i was much more cautious and read the reasoning"
6126c376b030f1ef149929fb,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I question the AI answers if they did not match and to see the evidence then checked against the text and made a decision.
6126c376b030f1ef149929fb,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",Yes it did change it and I had to question the result when they did not match each other however I also then lost confidence in the one answer being correct.
69f1565fdf85268879a918d9,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I tried to sanity check and get the Ai to explain its reasoning, especially when I saw that it came back with different responses. Upon doing this I found that the Ai was usually more accurate with its second responses."
69f1565fdf85268879a918d9,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",I double checked the working and got the ai to double check and explain its reasoning
69f1565fdf85268879a918d9,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",n/a
5c61d9cd6f57a000014a8fc4,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Prompting the AI to recheck it's workings and telling it that I think it's wrong, for it to then find out that it was the case."
5c61d9cd6f57a000014a8fc4,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","When one said one thing, the other said the other thing, I then felt like I lost trust in the AI and needed the calculations rechecked"
5c61d9cd6f57a000014a8fc4,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",I relied on it way too much
66c0382392286c820e1d3623,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i asked ai how it got the answers if both responses gave different answers
66c0382392286c820e1d3623,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",made me question the ai and wonder why it gave different answers as i assumed both ai would give the same answer
6a08dbc70f88fa516082241a,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",calculations and critical thinking
6a08dbc70f88fa516082241a,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",it clearly demonstrated the scerios
6a08dbc70f88fa516082241a,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",n/a
6a16ec054f5cdd315b2611c6,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I prompted the AI and compared it with my Ideas
6a00d06c4d9e56ae1a375643,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i just used simple deduction reading both replies and cross examining the answers they had given me and looking for overlaps and mistakes in each's answers to find the correct solution
5c3fa8f562ada90001275f5e,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",Tried to come up with my own answers and double checking them with the AI answers
5c3fa8f562ada90001275f5e,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",It made me look at certain logic the AI models applied
6a0b2e634890878fbf46baad,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I fed the AI the background then asked the questions. I then worked through the logic to make sure it was correct
6a0b2e634890878fbf46baad,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",the different AI gave different answers so I checked those. If they both agreed I still checked but was happier to accept the answer
6a0b2e634890878fbf46baad,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",they both porvided different logic and answers f
6a1b23ab6edd3063c9739989,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I read through the ""reasoning"" section and tried to see if the AI's ""thought"" process was sensible."
6a1b23ab6edd3063c9739989,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",If I got two different answers I asked the AI to re run its last prompt so I could see if there was an outlier.
6a1b23ab6edd3063c9739989,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.","It was interesting to see how often they agreed with one another, they normally did, but when they didn't, it was hard to figure out which one was right! I think it goes to show that AI needs human supervision."
6a1f447463e5c07aabec8187,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",when the 2 AI alternatives did not agree i had to double check the data myself. i tried to question the Ai's answer and also compared each AI alternative's answer against each other. i also made sure to remind the AI to be accurate and consider alternatives. eventually i was satisfied when both alternatives agreed.
6a1f447463e5c07aabec8187,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",it showed me the flaws of the Ai so i knew when to scrutinise the answer. if both AI agreed then i spent less time checking the answer.
6a22567ab2a834da2f8e9057,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I occasionally asked the AI questions about what they think and I replied sometimes with AI 1 response to AI 2 and see how they interact with it and what sentiments they hold and if they change their mind, I may be unsure about some aspects generally speaking I believe they were effective tools in assisting me with this task."
6a22567ab2a834da2f8e9057,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","It made me think more when they had different answers, to recall the scenarios and evaluate the information at hand and compare it to what the question is asking, so using AI as the tool for 'thinking' and reasoning really helped, but when they had different answers I assumed there was something I was missing so it made me double check more often."
6a22567ab2a834da2f8e9057,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.","It was an interesting study, It made me realise how dependent I was on the AI during this course of scenarios and questions, I enjoyed it overall I believe it was an effective way to gather information in a comprehensible format, I only asked further questions when necessary, but overall it was mental evaluation of the answers the AI has provided, which really helped."
660c14cb05dd9faa6eda805a,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","Think of my own answer, compare the answers and try and get the logic explained of decisions so i could check it"
660c14cb05dd9faa6eda805a,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","when they gave different answers, had to be more attentive and not trust it"
69848da89da918a45ff78e1d,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I first checked the differences between both responses and then re-read the scenario to decipher the answer
69848da89da918a45ff78e1d,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","I noticed a difference in the responses that made me wary of the following responses. Because I noticed that in some scenarios, one response seemed to do better than the other, I paid closer attention to the response with the better track record"
6a05a78f5dceb1b1abe2dc52,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I relied on myself for most of the questions and sometimes if I thought it would take too long I asked AI to do it for me or if I was having trouble. I also asked AI for tables and summarised info. By the end I compared Responses A and B to make sure there were the same and realised B kept changing its answers so I declared A more reliable.
6a05a78f5dceb1b1abe2dc52,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","When they would get things wrong, it made me trust them less, so I wouldn't be as confident with my answers."
6a158d28cf874d1b7eab9575,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",They were a bit too complicated for me to understand
6a158d28cf874d1b7eab9575,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",Hedged my bets
6a05c37ffa65471def84e817,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i read through again carefully and also look at the AI with slow response
6a05c37ffa65471def84e817,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",none
69fa27f897bf4caf2d505098,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",i looked back over the scenario using AI answer
69fa27f897bf4caf2d505098,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",they made me double check
60dfa6a5a12413b99195c3de,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I looked for any overlap in the final answer even if they weren't the same. E.g., if response A said 1 is correct and 2 in incorrect but response B said that both are correct, I'd just assume that at least 1 is correct and 2 is kind of 50/50."
60dfa6a5a12413b99195c3de,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",Made me realise that AI can lie and can be wrong.
60dfa6a5a12413b99195c3de,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",No.
53a18b8ffdf99b79ca51df6e,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?",I tried to fact check the parts where the two AI disagreed with each other to make my final decision
53a18b8ffdf99b79ca51df6e,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?",if they both agreed I felt more secure that they were right
53a18b8ffdf99b79ca51df6e,alternatives,21.6,"If you have any further comments about your interaction with the AI, please share them here.",none
667130c07398403120cb2bc4,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","It offers different ways of logic thinking, and also shows double check is needed of ai-generated answer"
672b24390a9c197eb61f2f72,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","if both AI agreed , i went with that choice , if there was s disagreements i tried to check each AI agreement with the facts listed to see if i could see or spot any errors"
672b24390a9c197eb61f2f72,alternatives,21.5,"How, if at all, did the multiple alternatives reply changed the way you interacted with the AI?","i tended to look at the answers first , if there was difference only then did i review the replies in detail"
6a1edc2c42116f4499c0e8c8,alternatives,21.4,"Which strategies did you use to solve the tasks, check your answers, or improve your performance, if any?","I would compare AI responses, and try and add reasoning from myself"
