condition,pid,task_id,question,verdict,mode,answer,answer_correct,correct_option,n_assistant_msgs,parsed,followed,ai_correct,correct,difficulty_z
ai-reliability,6a2409cf2b45d40f46952ea2,11,car_racing_02,B,full,B,False,C,2,True,1,0,0,1.1885313962188795
ai-reliability,6a2409cf2b45d40f46952ea2,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,6a2409cf2b45d40f46952ea2,13,car_racing_05,C,full,C,False,A,1,True,1,0,0,0.5313911703231169
ai-reliability,6a2409cf2b45d40f46952ea2,14,graduation_party_01,B,full,B,True,B,3,True,1,1,1,-1.5130450880192552
ai-reliability,6a2409cf2b45d40f46952ea2,15,graduation_party_05,D,full,D,False,A,1,True,1,0,0,0.14197474016266495
ai-reliability,6a2409cf2b45d40f46952ea2,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,6a2409cf2b45d40f46952ea2,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,6a2213047c98121dd4e08cfe,6,ypc_02,D,full,A,False,D,1,True,0,1,0,-0.8072278083534364
ai-reliability,6a2213047c98121dd4e08cfe,7,ypc_03,C,full,C,False,B,2,True,1,0,0,0.847792019828484
ai-reliability,6a2213047c98121dd4e08cfe,8,ypc_05,A,full,A,True,A,1,True,1,1,1,0.3366829552428909
ai-reliability,6a2213047c98121dd4e08cfe,9,ypc_06,B,full,B,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,6a2213047c98121dd4e08cfe,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,6a2213047c98121dd4e08cfe,11,car_racing_02,D,full,D,False,C,1,True,1,0,0,1.1885313962188795
ai-reliability,6a2213047c98121dd4e08cfe,12,car_racing_03,D,full,D,False,B,1,True,1,0,0,-0.49082695884806904
ai-reliability,6a2213047c98121dd4e08cfe,13,car_racing_05,D,full,D,False,A,2,True,1,0,0,0.5313911703231169
ai-reliability,6a2213047c98121dd4e08cfe,14,graduation_party_01,C,full,C,False,B,2,True,1,0,0,-1.5130450880192552
ai-reliability,6a2213047c98121dd4e08cfe,15,graduation_party_05,B,full,B,False,A,1,True,1,0,0,0.14197474016266495
ai-reliability,6a2213047c98121dd4e08cfe,16,graduation_party_06,B,full,B,False,D,1,True,1,0,0,-0.3691343244229278
ai-reliability,6a2213047c98121dd4e08cfe,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,63beebaa4c5884797ff00a98,6,ypc_02,A,full,A,False,D,2,True,1,0,0,-0.8072278083534364
ai-reliability,63beebaa4c5884797ff00a98,7,ypc_03,A,full,C,False,B,1,True,0,0,0,0.847792019828484
ai-reliability,63beebaa4c5884797ff00a98,8,ypc_05,D,full,D,False,A,1,True,1,0,0,0.3366829552428909
ai-reliability,63beebaa4c5884797ff00a98,9,ypc_06,C,full,C,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,63beebaa4c5884797ff00a98,10,car_racing_01,D,full,D,True,D,2,True,1,1,1,-1.7807688837545659
ai-reliability,63beebaa4c5884797ff00a98,11,car_racing_02,B,full,C,True,C,1,True,0,0,1,1.1885313962188795
ai-reliability,63beebaa4c5884797ff00a98,12,car_racing_03,D,full,D,False,B,1,True,1,0,0,-0.49082695884806904
ai-reliability,63beebaa4c5884797ff00a98,13,car_racing_05,C,full,A,True,A,1,True,0,0,1,0.5313911703231169
ai-reliability,63beebaa4c5884797ff00a98,15,graduation_party_05,D,full,B,False,A,1,True,0,0,0,0.14197474016266495
ai-reliability,63beebaa4c5884797ff00a98,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,63beebaa4c5884797ff00a98,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,69fcc5eb8c8ed4f5ace0d917,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,69fcc5eb8c8ed4f5ace0d917,11,car_racing_02,C,full,C,True,C,2,True,1,1,1,1.1885313962188795
ai-reliability,69fcc5eb8c8ed4f5ace0d917,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,69fcc5eb8c8ed4f5ace0d917,13,car_racing_05,A,full,A,True,A,1,True,1,1,1,0.5313911703231169
ai-reliability,69fcc5eb8c8ed4f5ace0d917,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,69fcc5eb8c8ed4f5ace0d917,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,69fcc5eb8c8ed4f5ace0d917,16,graduation_party_06,B,full,B,False,D,1,True,1,0,0,-0.3691343244229278
ai-reliability,69fcc5eb8c8ed4f5ace0d917,17,graduation_party_07,D,full,D,False,B,2,True,1,0,0,0.7017608585183145
ai-reliability,6a12071b383cff537e09f28b,6,ypc_02,A,full,A,False,D,1,True,1,0,0,-0.8072278083534364
ai-reliability,6a12071b383cff537e09f28b,7,ypc_03,A,full,A,False,B,3,True,1,0,0,0.847792019828484
ai-reliability,6a12071b383cff537e09f28b,8,ypc_05,D,full,D,False,A,1,True,1,0,0,0.3366829552428909
ai-reliability,6a12071b383cff537e09f28b,9,ypc_06,B,full,B,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,6a12071b383cff537e09f28b,10,car_racing_01,D,full,D,True,D,3,True,1,1,1,-1.7807688837545659
ai-reliability,6a12071b383cff537e09f28b,11,car_racing_02,C,full,C,True,C,1,True,1,1,1,1.1885313962188795
ai-reliability,6a12071b383cff537e09f28b,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,6a12071b383cff537e09f28b,13,car_racing_05,C,full,C,False,A,1,True,1,0,0,0.5313911703231169
ai-reliability,6a12071b383cff537e09f28b,14,graduation_party_01,B,full,B,True,B,4,True,1,1,1,-1.5130450880192552
ai-reliability,6a12071b383cff537e09f28b,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,6a12071b383cff537e09f28b,16,graduation_party_06,B,full,B,False,D,3,True,1,0,0,-0.3691343244229278
ai-reliability,6a12071b383cff537e09f28b,17,graduation_party_07,B,full,B,True,B,1,True,1,1,1,0.7017608585183145
ai-reliability,60d35fa71e56e17e064c2c1e,6,ypc_02,A,full,D,True,D,1,True,0,0,1,-0.8072278083534364
ai-reliability,60d35fa71e56e17e064c2c1e,7,ypc_03,A,full,D,False,B,2,True,0,0,0,0.847792019828484
ai-reliability,60d35fa71e56e17e064c2c1e,8,ypc_05,A,full,D,False,A,1,True,0,1,0,0.3366829552428909
ai-reliability,60d35fa71e56e17e064c2c1e,9,ypc_06,C,full,A,True,A,1,True,0,0,1,1.2128699231039075
ai-reliability,60d35fa71e56e17e064c2c1e,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,60d35fa71e56e17e064c2c1e,11,car_racing_02,C,full,D,False,C,1,True,0,1,0,1.1885313962188795
ai-reliability,60d35fa71e56e17e064c2c1e,12,car_racing_03,B,full,D,False,B,1,True,0,1,0,-0.49082695884806904
ai-reliability,60d35fa71e56e17e064c2c1e,13,car_racing_05,D,full,D,False,A,2,True,1,0,0,0.5313911703231169
ai-reliability,60d35fa71e56e17e064c2c1e,14,graduation_party_01,B,full,B,True,B,2,True,1,1,1,-1.5130450880192552
ai-reliability,60d35fa71e56e17e064c2c1e,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,60d35fa71e56e17e064c2c1e,16,graduation_party_06,A,full,B,False,D,1,True,0,0,0,-0.3691343244229278
ai-reliability,60d35fa71e56e17e064c2c1e,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,58ff31a1d10e2b000108579e,6,ypc_02,A,full,A,False,D,1,True,1,0,0,-0.8072278083534364
ai-reliability,58ff31a1d10e2b000108579e,7,ypc_03,B,full,A,False,B,1,True,0,1,0,0.847792019828484
ai-reliability,58ff31a1d10e2b000108579e,8,ypc_05,A,full,A,True,A,3,True,1,1,1,0.3366829552428909
ai-reliability,58ff31a1d10e2b000108579e,9,ypc_06,A,full,A,True,A,2,True,1,1,1,1.2128699231039075
ai-reliability,58ff31a1d10e2b000108579e,10,car_racing_01,D,full,A,False,D,2,True,0,1,0,-1.7807688837545659
ai-reliability,58ff31a1d10e2b000108579e,11,car_racing_02,B,full,B,False,C,1,True,1,0,0,1.1885313962188795
ai-reliability,58ff31a1d10e2b000108579e,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,58ff31a1d10e2b000108579e,13,car_racing_05,D,full,D,False,A,1,True,1,0,0,0.5313911703231169
ai-reliability,58ff31a1d10e2b000108579e,14,graduation_party_01,B,full,B,True,B,2,True,1,1,1,-1.5130450880192552
ai-reliability,58ff31a1d10e2b000108579e,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,6a15d2732cabece02074c924,6,ypc_02,A,full,A,False,D,1,True,1,0,0,-0.8072278083534364
ai-reliability,6a15d2732cabece02074c924,7,ypc_03,A,full,A,False,B,1,True,1,0,0,0.847792019828484
ai-reliability,6a15d2732cabece02074c924,8,ypc_05,D,full,D,False,A,1,True,1,0,0,0.3366829552428909
ai-reliability,6a15d2732cabece02074c924,9,ypc_06,B,full,B,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,6a15d2732cabece02074c924,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,6a15d2732cabece02074c924,11,car_racing_02,B,full,B,False,C,1,True,1,0,0,1.1885313962188795
ai-reliability,6a15d2732cabece02074c924,12,car_racing_03,D,full,D,False,B,1,True,1,0,0,-0.49082695884806904
ai-reliability,6a15d2732cabece02074c924,13,car_racing_05,D,full,D,False,A,1,True,1,0,0,0.5313911703231169
ai-reliability,6a15d2732cabece02074c924,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,6a15d2732cabece02074c924,15,graduation_party_05,D,full,D,False,A,3,True,1,0,0,0.14197474016266495
ai-reliability,6a15d2732cabece02074c924,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,6a15d2732cabece02074c924,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,69ea3ae0cebb94ec4126d00d,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,69ea3ae0cebb94ec4126d00d,7,ypc_03,D,full,D,False,B,1,True,1,0,0,0.847792019828484
ai-reliability,69ea3ae0cebb94ec4126d00d,8,ypc_05,D,full,D,False,A,1,True,1,0,0,0.3366829552428909
ai-reliability,69ea3ae0cebb94ec4126d00d,9,ypc_06,B,full,B,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,69ea3ae0cebb94ec4126d00d,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,69ea3ae0cebb94ec4126d00d,11,car_racing_02,C,full,C,True,C,3,True,1,1,1,1.1885313962188795
ai-reliability,69ea3ae0cebb94ec4126d00d,12,car_racing_03,B,full,B,True,B,2,True,1,1,1,-0.49082695884806904
ai-reliability,69ea3ae0cebb94ec4126d00d,13,car_racing_05,D,full,D,False,A,1,True,1,0,0,0.5313911703231169
ai-reliability,69ea3ae0cebb94ec4126d00d,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,69ea3ae0cebb94ec4126d00d,15,graduation_party_05,D,full,D,False,A,1,True,1,0,0,0.14197474016266495
ai-reliability,69ea3ae0cebb94ec4126d00d,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,69ea3ae0cebb94ec4126d00d,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,60b3a96992ed9ff79208cd7a,6,ypc_02,D,full,B,False,D,1,True,0,1,0,-0.8072278083534364
ai-reliability,60b3a96992ed9ff79208cd7a,7,ypc_03,C,full,A,False,B,1,True,0,0,0,0.847792019828484
ai-reliability,60b3a96992ed9ff79208cd7a,8,ypc_05,C,full,B,False,A,1,True,0,0,0,0.3366829552428909
ai-reliability,60b3a96992ed9ff79208cd7a,10,car_racing_01,C,full,B,False,D,1,True,0,0,0,-1.7807688837545659
ai-reliability,60b3a96992ed9ff79208cd7a,11,car_racing_02,D,full,C,True,C,1,True,0,0,1,1.1885313962188795
ai-reliability,60b3a96992ed9ff79208cd7a,12,car_racing_03,C,full,C,False,B,1,True,1,0,0,-0.49082695884806904
ai-reliability,60b3a96992ed9ff79208cd7a,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,60b3a96992ed9ff79208cd7a,15,graduation_party_05,D,full,D,False,A,1,True,1,0,0,0.14197474016266495
ai-reliability,69f32784fdfdfa574a4ce7a5,6,ypc_02,D,full,B,False,D,1,True,0,1,0,-0.8072278083534364
ai-reliability,69f32784fdfdfa574a4ce7a5,7,ypc_03,A,full,A,False,B,2,True,1,0,0,0.847792019828484
ai-reliability,69f32784fdfdfa574a4ce7a5,8,ypc_05,D,full,C,False,A,1,True,0,0,0,0.3366829552428909
ai-reliability,69f32784fdfdfa574a4ce7a5,9,ypc_06,A,full,A,True,A,1,True,1,1,1,1.2128699231039075
ai-reliability,69f32784fdfdfa574a4ce7a5,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,69f32784fdfdfa574a4ce7a5,11,car_racing_02,B,full,B,False,C,2,True,1,0,0,1.1885313962188795
ai-reliability,69f32784fdfdfa574a4ce7a5,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,69f32784fdfdfa574a4ce7a5,13,car_racing_05,B,full,B,False,A,1,True,1,0,0,0.5313911703231169
ai-reliability,69f32784fdfdfa574a4ce7a5,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,69f32784fdfdfa574a4ce7a5,15,graduation_party_05,A,full,A,True,A,2,True,1,1,1,0.14197474016266495
ai-reliability,69f32784fdfdfa574a4ce7a5,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,69f32784fdfdfa574a4ce7a5,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,697ce85c6bc7a3ecc8d3a36b,8,ypc_05,A,full,A,True,A,2,True,1,1,1,0.3366829552428909
ai-reliability,697ce85c6bc7a3ecc8d3a36b,9,ypc_06,D,full,D,False,A,2,True,1,0,0,1.2128699231039075
ai-reliability,697ce85c6bc7a3ecc8d3a36b,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,697ce85c6bc7a3ecc8d3a36b,11,car_racing_02,B,full,D,False,C,1,True,0,0,0,1.1885313962188795
ai-reliability,697ce85c6bc7a3ecc8d3a36b,14,graduation_party_01,B,full,B,True,B,2,True,1,1,1,-1.5130450880192552
ai-reliability,697ce85c6bc7a3ecc8d3a36b,15,graduation_party_05,A,full,A,True,A,2,True,1,1,1,0.14197474016266495
ai-reliability,697ce85c6bc7a3ecc8d3a36b,16,graduation_party_06,A,full,A,False,D,2,True,1,0,0,-0.3691343244229278
ai-reliability,697ce85c6bc7a3ecc8d3a36b,17,graduation_party_07,A,full,D,False,B,1,True,0,0,0,0.7017608585183145
ai-reliability,69fa1661524487df9d12bcd3,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,69fa1661524487df9d12bcd3,7,ypc_03,A,full,A,False,B,1,True,1,0,0,0.847792019828484
ai-reliability,69fa1661524487df9d12bcd3,8,ypc_05,D,full,D,False,A,1,True,1,0,0,0.3366829552428909
ai-reliability,69fa1661524487df9d12bcd3,9,ypc_06,A,full,A,True,A,4,True,1,1,1,1.2128699231039075
ai-reliability,69fa1661524487df9d12bcd3,10,car_racing_01,D,full,D,True,D,3,True,1,1,1,-1.7807688837545659
ai-reliability,69fa1661524487df9d12bcd3,11,car_racing_02,D,full,D,False,C,1,True,1,0,0,1.1885313962188795
ai-reliability,69fa1661524487df9d12bcd3,12,car_racing_03,B,full,B,True,B,2,True,1,1,1,-0.49082695884806904
ai-reliability,69fa1661524487df9d12bcd3,13,car_racing_05,A,full,A,True,A,1,True,1,1,1,0.5313911703231169
ai-reliability,69fa1661524487df9d12bcd3,14,graduation_party_01,C,full,C,False,B,2,True,1,0,0,-1.5130450880192552
ai-reliability,69fa1661524487df9d12bcd3,15,graduation_party_05,A,full,A,True,A,1,True,1,1,1,0.14197474016266495
ai-reliability,69fa1661524487df9d12bcd3,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,69fa1661524487df9d12bcd3,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,69e6ca5cda0abb6476671ca3,6,ypc_02,B,full,B,False,D,2,True,1,0,0,-0.8072278083534364
ai-reliability,69e6ca5cda0abb6476671ca3,7,ypc_03,A,full,A,False,B,2,True,1,0,0,0.847792019828484
ai-reliability,69e6ca5cda0abb6476671ca3,8,ypc_05,D,full,D,False,A,2,True,1,0,0,0.3366829552428909
ai-reliability,69e6ca5cda0abb6476671ca3,9,ypc_06,C,full,C,False,A,2,True,1,0,0,1.2128699231039075
ai-reliability,69e6ca5cda0abb6476671ca3,10,car_racing_01,D,full,D,True,D,2,True,1,1,1,-1.7807688837545659
ai-reliability,69e6ca5cda0abb6476671ca3,11,car_racing_02,B,full,B,False,C,3,True,1,0,0,1.1885313962188795
ai-reliability,69e6ca5cda0abb6476671ca3,12,car_racing_03,B,full,B,True,B,2,True,1,1,1,-0.49082695884806904
ai-reliability,69e6ca5cda0abb6476671ca3,13,car_racing_05,D,full,D,False,A,2,True,1,0,0,0.5313911703231169
ai-reliability,69e6ca5cda0abb6476671ca3,14,graduation_party_01,B,full,B,True,B,2,True,1,1,1,-1.5130450880192552
ai-reliability,69e6ca5cda0abb6476671ca3,15,graduation_party_05,D,full,D,False,A,2,True,1,0,0,0.14197474016266495
ai-reliability,69e6ca5cda0abb6476671ca3,16,graduation_party_06,D,full,D,True,D,5,True,1,1,1,-0.3691343244229278
ai-reliability,69e6ca5cda0abb6476671ca3,17,graduation_party_07,D,full,D,False,B,3,True,1,0,0,0.7017608585183145
ai-reliability,6a0377ab9f56f6356a06f3ec,6,ypc_02,C,full,C,False,D,1,True,1,0,0,-0.8072278083534364
ai-reliability,6a0377ab9f56f6356a06f3ec,7,ypc_03,A,full,A,False,B,2,True,1,0,0,0.847792019828484
ai-reliability,6a0377ab9f56f6356a06f3ec,8,ypc_05,D,full,D,False,A,1,True,1,0,0,0.3366829552428909
ai-reliability,6a0377ab9f56f6356a06f3ec,9,ypc_06,C,full,C,False,A,1,True,1,0,0,1.2128699231039075
ai-reliability,6a0377ab9f56f6356a06f3ec,10,car_racing_01,A,full,A,False,D,1,True,1,0,0,-1.7807688837545659
ai-reliability,6a0377ab9f56f6356a06f3ec,11,car_racing_02,C,full,C,True,C,1,True,1,1,1,1.1885313962188795
ai-reliability,6a0377ab9f56f6356a06f3ec,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,6a0377ab9f56f6356a06f3ec,13,car_racing_05,A,full,A,True,A,1,True,1,1,1,0.5313911703231169
ai-reliability,6a0377ab9f56f6356a06f3ec,14,graduation_party_01,C,full,C,False,B,2,True,1,0,0,-1.5130450880192552
ai-reliability,6a0377ab9f56f6356a06f3ec,15,graduation_party_05,D,full,D,False,A,1,True,1,0,0,0.14197474016266495
ai-reliability,6a0377ab9f56f6356a06f3ec,16,graduation_party_06,B,full,B,False,D,1,True,1,0,0,-0.3691343244229278
ai-reliability,6a0377ab9f56f6356a06f3ec,17,graduation_party_07,B,full,B,True,B,1,True,1,1,1,0.7017608585183145
ai-reliability,69e7635ed757a3fa3d7ecef5,6,ypc_02,A,full,A,False,D,2,True,1,0,0,-0.8072278083534364
ai-reliability,69e7635ed757a3fa3d7ecef5,7,ypc_03,C,full,C,False,B,2,True,1,0,0,0.847792019828484
ai-reliability,69e7635ed757a3fa3d7ecef5,8,ypc_05,D,full,D,False,A,2,True,1,0,0,0.3366829552428909
ai-reliability,69e7635ed757a3fa3d7ecef5,9,ypc_06,D,full,D,False,A,2,True,1,0,0,1.2128699231039075
ai-reliability,69e7635ed757a3fa3d7ecef5,10,car_racing_01,D,full,D,True,D,2,True,1,1,1,-1.7807688837545659
ai-reliability,69e7635ed757a3fa3d7ecef5,11,car_racing_02,C,full,C,True,C,2,True,1,1,1,1.1885313962188795
ai-reliability,69e7635ed757a3fa3d7ecef5,12,car_racing_03,D,full,D,False,B,4,True,1,0,0,-0.49082695884806904
ai-reliability,69e7635ed757a3fa3d7ecef5,13,car_racing_05,A,full,A,True,A,2,True,1,1,1,0.5313911703231169
ai-reliability,69e7635ed757a3fa3d7ecef5,14,graduation_party_01,B,full,B,True,B,2,True,1,1,1,-1.5130450880192552
ai-reliability,69e7635ed757a3fa3d7ecef5,15,graduation_party_05,D,full,D,False,A,2,True,1,0,0,0.14197474016266495
ai-reliability,69e7635ed757a3fa3d7ecef5,17,graduation_party_07,D,full,D,False,B,2,True,1,0,0,0.7017608585183145
ai-reliability,6a22c3eb4725e325fd168a95,6,ypc_02,A,full,A,False,D,1,True,1,0,0,-0.8072278083534364
ai-reliability,6a22c3eb4725e325fd168a95,7,ypc_03,D,full,B,True,B,1,True,0,0,1,0.847792019828484
ai-reliability,6a22c3eb4725e325fd168a95,8,ypc_05,D,full,D,False,A,1,True,1,0,0,0.3366829552428909
ai-reliability,6a22c3eb4725e325fd168a95,9,ypc_06,D,full,D,False,A,2,True,1,0,0,1.2128699231039075
ai-reliability,6a22c3eb4725e325fd168a95,10,car_racing_01,D,full,D,True,D,2,True,1,1,1,-1.7807688837545659
ai-reliability,6a22c3eb4725e325fd168a95,11,car_racing_02,B,full,B,False,C,1,True,1,0,0,1.1885313962188795
ai-reliability,6a22c3eb4725e325fd168a95,12,car_racing_03,B,full,B,True,B,2,True,1,1,1,-0.49082695884806904
ai-reliability,6a22c3eb4725e325fd168a95,13,car_racing_05,A,full,A,True,A,1,True,1,1,1,0.5313911703231169
ai-reliability,6a22c3eb4725e325fd168a95,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,6a22c3eb4725e325fd168a95,15,graduation_party_05,A,full,A,True,A,2,True,1,1,1,0.14197474016266495
ai-reliability,6a22c3eb4725e325fd168a95,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,6a22c3eb4725e325fd168a95,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,6a1d90acdbc882a935904998,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,6a1d90acdbc882a935904998,7,ypc_03,B,full,B,True,B,1,True,1,1,1,0.847792019828484
ai-reliability,6a1d90acdbc882a935904998,8,ypc_05,A,full,A,True,A,1,True,1,1,1,0.3366829552428909
ai-reliability,6a1d90acdbc882a935904998,9,ypc_06,B,full,B,False,A,2,True,1,0,0,1.2128699231039075
ai-reliability,6a1d90acdbc882a935904998,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,6a1d90acdbc882a935904998,11,car_racing_02,B,full,B,False,C,1,True,1,0,0,1.1885313962188795
ai-reliability,6a1d90acdbc882a935904998,12,car_racing_03,C,full,C,False,B,2,True,1,0,0,-0.49082695884806904
ai-reliability,6a1d90acdbc882a935904998,13,car_racing_05,C,full,C,False,A,1,True,1,0,0,0.5313911703231169
ai-reliability,6a1d90acdbc882a935904998,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,6a1d90acdbc882a935904998,15,graduation_party_05,C,full,D,False,A,3,True,0,0,0,0.14197474016266495
ai-reliability,6a1d90acdbc882a935904998,16,graduation_party_06,D,full,D,True,D,1,True,1,1,1,-0.3691343244229278
ai-reliability,6a1d90acdbc882a935904998,17,graduation_party_07,C,full,C,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,6a00de0fef1ab5f141829594,6,ypc_02,B,full,B,False,D,1,True,1,0,0,-0.8072278083534364
ai-reliability,6a00de0fef1ab5f141829594,7,ypc_03,A,full,A,False,B,3,True,1,0,0,0.847792019828484
ai-reliability,6a00de0fef1ab5f141829594,8,ypc_05,D,full,D,False,A,3,True,1,0,0,0.3366829552428909
ai-reliability,6a00de0fef1ab5f141829594,9,ypc_06,D,full,D,False,A,4,True,1,0,0,1.2128699231039075
ai-reliability,6a00de0fef1ab5f141829594,10,car_racing_01,D,full,D,True,D,2,True,1,1,1,-1.7807688837545659
ai-reliability,6a00de0fef1ab5f141829594,11,car_racing_02,B,full,C,True,C,4,True,0,0,1,1.1885313962188795
ai-reliability,6a00de0fef1ab5f141829594,12,car_racing_03,B,full,B,True,B,1,True,1,1,1,-0.49082695884806904
ai-reliability,6a00de0fef1ab5f141829594,13,car_racing_05,A,full,A,True,A,3,True,1,1,1,0.5313911703231169
ai-reliability,6a00de0fef1ab5f141829594,14,graduation_party_01,B,full,B,True,B,1,True,1,1,1,-1.5130450880192552
ai-reliability,6a00de0fef1ab5f141829594,15,graduation_party_05,D,full,D,False,A,1,True,1,0,0,0.14197474016266495
ai-reliability,6a00de0fef1ab5f141829594,16,graduation_party_06,B,full,B,False,D,1,True,1,0,0,-0.3691343244229278
ai-reliability,6a00de0fef1ab5f141829594,17,graduation_party_07,D,full,D,False,B,1,True,1,0,0,0.7017608585183145
ai-reliability,6a158d6cdc77d53781df91dd,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,6a158d6cdc77d53781df91dd,7,ypc_03,D,full,D,False,B,5,True,1,0,0,0.847792019828484
ai-reliability,6a158d6cdc77d53781df91dd,8,ypc_05,A,full,A,True,A,2,True,1,1,1,0.3366829552428909
ai-reliability,6a158d6cdc77d53781df91dd,9,ypc_06,D,full,D,False,A,4,True,1,0,0,1.2128699231039075
ai-reliability,6a158d6cdc77d53781df91dd,10,car_racing_01,D,full,D,True,D,1,True,1,1,1,-1.7807688837545659
ai-reliability,6a158d6cdc77d53781df91dd,11,car_racing_02,B,full,B,False,C,4,True,1,0,0,1.1885313962188795
ai-reliability,6a158d6cdc77d53781df91dd,12,car_racing_03,D,full,D,False,B,1,True,1,0,0,-0.49082695884806904
ai-reliability,6a158d6cdc77d53781df91dd,13,car_racing_05,B,full,B,False,A,4,True,1,0,0,0.5313911703231169
ai-reliability,6a158d6cdc77d53781df91dd,14,graduation_party_01,C,full,C,False,B,2,True,1,0,0,-1.5130450880192552
ai-reliability,6a158d6cdc77d53781df91dd,15,graduation_party_05,D,full,D,False,A,2,True,1,0,0,0.14197474016266495
ai-reliability,6a158d6cdc77d53781df91dd,16,graduation_party_06,A,full,A,False,D,5,True,1,0,0,-0.3691343244229278
ai-reliability,6a158d6cdc77d53781df91dd,17,graduation_party_07,D,full,D,False,B,3,True,1,0,0,0.7017608585183145
ai-reliability,6a0f3f3bcf45b31c84254187,6,ypc_02,D,full,D,True,D,1,True,1,1,1,-0.8072278083534364
ai-reliability,6a0f3f3bcf45b31c84254187,7,ypc_03,C,full,C,False,B,1,True,1,0,0,0.847792019828484
ai-reliability,6a0f3f3bcf45b31c84254187,8,ypc_05,A,full,A,True,A,1,True,1,1,1,0.3366829552428909
